Country code,Year,cereal_yield_(kg_per_hectare),"co2_emissions,_total_(ktco2)",co2_emissions_per_capita_(metric_tons),"co2_emissions_per_units_of_gdp_(kg/$1,000_of_2005_ppp_$)",energy_use_per_capita_(kilograms_of_oil_equivalent),"energy_use_per_units_of_gdp_(kg_oil_eq./$1,000_of_2005_ppp_$)","foreign_direct_investment,_net_inflows_(%_of_gdp)",gdp_($),gni_per_capita_(atlas_$),nationally_terrestrial_protected_areas_(%_of_total_land_area),population,population_growth_(annual_%),population_in_urban_agglomerations_>1million_(%),ratio_of_girls_to_boys_in_primary_&_secondary_school_(%),"under-five_mortality_rate_(per_1,000)",urban_population,urban_population_growth_(annual_%)
DEU,1995,6107.6,901524.616,11.0424121898043,396.55079115088597,4128.42056784498,148.258226032725,0.475087853844146,2522792411628.22,28630.0,33.3336667466,81642000.0,0.154451534214236,7.86213591043825,98.045,6.5,59843586.0,0.209036698154857
DEU,1996,6281.8,924014.327,11.2805733836312,402.442843558503,4252.96643959371,151.727740186733,0.263653694679187,2438497530543.28,30010.0,33.7318295325,81912000.0,0.33016646273831,7.81568756714523,98.203,6.2,60008731.2,0.275581329380169
DEU,1997,6474.9,900318.173,10.9699915073534,385.171998942176,4208.46186838225,147.765079784259,0.592264131759558,2160591021881.34,29280.0,34.9994073564,82071000.0,0.193922589285465,7.75484885038564,98.439,6.0,60092386.2,0.139307635665416
DEU,1998,6339.1,895532.738,10.914874864407,375.50093522231697,4184.79030311894,143.96799707294,1.08198748253871,2184483716794.49,27170.0,36.346442741,82047000.0,-0.0292472472934445,7.69329652516241,98.33,5.7,60041994.6,-0.083892059242061
DEU,1999,6697.6,824466.278,10.0438105668376,338.88758766288504,4088.57473168711,137.95234573377,2.60805177549997,2143618154698.49,26140.0,37.0561954772,82087000.0,0.0487406610058058,7.65879737351834,98.533,5.6,60038431.8,-0.00593402290093374
DEU,2000,6452.8,832100.972,10.1216515265783,331.388742136072,4102.83250212869,134.329116004951,11.0558412791097,1900221116639.03,25500.0,37.4901526276,82210000.0,0.149728863238068,7.65945505412967,98.81,5.4,60095510.0,0.0950242761366863
DEU,2001,7051.9,855756.789,10.3938492342074,336.635519597833,4219.18723962445,136.650845773003,1.38400845615609,1890970917225.95,24020.0,38.9558480296,82333000.0,0.149505011028683,7.68626067312013,98.813,5.2,60234822.8,0.231550697156613
DEU,2002,6251.4,830909.197,10.0706500824163,326.861034427287,4111.93895137441,133.460363347827,2.65777766365216,2016920760399.02,22980.0,39.0161988187,82508000.0,0.212325883368066,7.69620642846754,98.725,5.1,60412357.6,0.294304313709703
DEU,2003,5749.0,835657.962,10.1241560194328,329.44499383108797,4144.33915266352,134.858825166512,1.26663761398813,2442212189616.25,25610.0,39.834111165,82541000.0,0.0399881227480607,7.70906337456537,98.504,5.0,60486044.8,0.121899392650041
DEU,2004,7357.2,828521.98,10.0407129504795,322.734144256356,4163.33440988896,133.820195304397,-0.357090983689512,2745214902559.71,31010.0,39.967768796,82516250.0,-0.0299913457147533,7.72106342690076,98.496,4.9,60517417.75,0.0518546329862658
DEU,2005,6723.2,809596.593,9.81693322614206,313.00480602207097,4107.00276708694,130.948390381316,1.66665563766927,2788389792568.27,35080.0,40.4718162872,82469400.0,-0.0567766954993784,7.74239657375948,98.421,4.7,60532539.6,0.0249844781604335
DEU,2006,6486.6,811881.134,9.8557430448175,303.658979689937,4142.23938829314,127.623881889045,1.94082909322626,2918555186598.11,37400.0,40.4718162872,82376451.0,-0.112770821087222,7.8014152369832,97.878,4.6,60530216.1948,-0.00383834844172983
DEU,2007,6182.9,787235.227,9.56934416653259,286.817962616802,4033.16863177095,120.884481707767,2.42081767419155,3329145212814.01,39450.0,40.4718162872,82266372.0,-0.133718572600486,7.86980128405322,98.33,4.5,60515143.2432,-0.0249046336809403
DEU,2008,7118.7,786659.508,9.58054534998296,283.80417765233,4076.28265254637,120.751586034342,0.131693368527772,3634525945728.2,42680.0,40.4718162872,82110097.0,-0.190142844695674,7.93088455369868,98.136,4.4,60465875.4308,-0.0814471818199917
DNK,1990,6117.9,50421.25,9.80958171206226,385.493655853717,3378.09747081712,132.751342725878,0.833452396401504,135838154025.143,24120.0,4.75404394653,5140000.0,0.136279580290658,20.1418287937743,101.235,8.7,4358720.0,0.230663739361416
DNK,1991,5911.5,61433.251,11.9195287155607,463.656073529,3735.29355840124,145.298659543941,1.13575991229603,136693973266.63,25290.0,4.78178766701,5154000.0,0.272003259144814,20.0834303453628,100.729,8.3,4372653.6,0.319161966172385
DNK,1992,4314.2,54528.29,10.5470580270793,403.56985710204503,3563.02998065764,136.33484299152,0.677374098318879,150195490465.698,28450.0,4.84301875013,5170000.0,0.309957609456147,20.0388394584139,100.996,7.8,4388296.0,0.357094089941045
DNK,1993,5677.6,57337.212,11.049761418385,424.739620820181,3645.44054731162,140.126377137105,1.21795295081836,140626629034.994,28300.0,4.89922733695,5189000.0,0.366831163377088,20.0043553671228,101.531,7.4,4406498.8,0.413945439459237
DNK,1994,5530.5,61194.896,11.7569444764649,429.580297757756,3760.37137367915,137.398067807372,3.25937469250122,153593214476.622,30090.0,4.90794695786,5205000.0,0.307870148704392,20.0215561959654,101.618,7.0,4422168.0,0.354962233990291
DNK,1995,6291.1,55298.36,10.5773450650344,376.642441578308,3709.20600612089,132.078928868503,2.27461320551911,181983614165.358,32310.0,4.91391104434,5228000.0,0.440909341680135,20.0526205049732,101.766,6.6,4443800.0,0.487979269173135
DNK,1996,6052.5,68704.912,13.056805777271,455.056866099116,4170.88179399468,145.363914453645,0.41935677580854,184435821822.133,34430.0,4.93558269394,5262000.0,0.648238644704559,20.0612884834664,101.244,6.2,4473752.4,0.671765329645317
DNK,1998,6100.0,56068.43,10.5769534050179,352.241332706209,3774.58102244859,125.703820263034,3.84367107116951,173653295128.94,32960.0,4.94681468518,5301000.0,0.317046088732615,20.1343331446897,102.331,5.8,4509030.6,0.340561687919752
DNK,1999,5862.0,50930.963,9.57508933353713,311.977968843517,3604.52075544203,117.443401807061,9.68579062775092,173944697686.42,32400.0,4.94817485701,5319111.0,0.341652518392754,20.1577105647917,102.871,5.7,4525499.6388,0.364580262763507
DNK,2000,6216.0,47252.962,8.85327271391913,279.582671801046,3491.18419198763,110.250145419206,22.4966914314191,160082641560.787,31850.0,4.95046254361,5337344.0,0.342782844727252,20.1810301153533,102.272,5.6,4542079.744,0.365701208188164
DNK,2001,6126.5,49035.124,9.15674568568698,288.096471983578,3585.91633143993,112.822817120604,5.78678147448005,160476161868.602,30640.0,4.95133664548,5355082.0,0.332337582138237,20.2062078601224,102.509,5.5,4565742.9132,0.519624137064705
DNK,2002,5761.8,51899.051,9.65697589712435,303.509127012471,3536.26781758588,111.141372789114,2.54812628980355,173880831443.88,30070.0,4.95136908428,5374255.0,0.358033733190262,20.2862908440333,102.424,5.4,4590688.621,0.544879725805159
DNK,2003,6096.6,55947.419,10.3853001592301,325.933455345386,3728.76019968911,117.023839215556,0.557245234735172,212621855882.933,33960.0,4.95136908428,5387174.0,0.240386807101633,20.4520032209838,102.545,5.2,4610343.5092,0.427232897749919
DNK,2004,6013.1,50476.255,9.34541767470312,287.45857899863,3597.19298219629,110.647166241164,-3.59753125176381,244727978020.584,41590.0,4.95136908428,5401177.0,0.259932201929986,20.6153399527547,102.084,5.1,4630969.1598,0.446379980567595
DNK,2005,6153.3,46867.927,8.65364057978079,260.538772587158,3487.56604993595,105.001608235267,4.98078381040948,257675536234.494,48620.0,4.95136908428,5415978.0,0.274032863577705,20.7764691806355,101.503,4.9,4652325.102,0.460094860098182
DNK,2006,5778.3,54418.28,10.0083792019233,292.57897157158203,3724.56684160734,108.881759381946,0.881969221656659,274376889678.112,52250.0,4.95136908428,5437272.0,0.392399093787029,20.9142930498971,101.459,4.7,4684753.5552,0.694619479579339
DNK,2007,5675.7,49695.184,9.09928557277406,263.02090368652296,3617.74499683051,104.573326198363,3.79215832452025,311417601998.641,54700.0,4.95136908428,5461438.0,0.443466054321374,21.0422969188701,101.624,4.5,4719774.7196,0.744775819886797
DNK,2008,6017.3,46024.517,8.37781073721686,246.355791161908,3497.97901966663,102.860689491298,0.763233440362473,341466969261.278,58620.0,4.95136908428,5493621.0,0.587547590258978,21.1409014200288,102.026,4.3,4761870.6828,0.887952206696082
DOM,1998,3581.3,18683.365,2.24433431675452,423.81597287975,870.789027325975,164.43820157901,3.30542817656485,21171235997.8508,2370.0,22.1327798134413,8324680.0,1.62349996138708,21.0271025432809,104.68,44.1,5041426.208,3.15431188465265
DOM,1999,3995.6,18870.382,2.23102578762956,401.121558750609,878.739404911042,157.990697278317,6.16240942348884,21709041189.3244,2470.0,22.1327798134413,8458164.0,1.59075320997179,21.0616275588887,105.027,42.4,5200079.2272,3.09848416409195
DOM,2000,4138.7,20117.162,2.3413919071151,404.729979012301,908.343572548638,157.015095993281,3.97096984331006,23996656675.8335,2620.0,22.1327798134413,8591967.0,1.56955681879988,21.1011867247628,104.249,40.6,5361387.408,3.05489248929858
DOM,2001,4304.7,20234.506,2.31880728688225,399.85645996168,907.290595187673,156.45371118186,4.33462145947412,24894907435.1447,2640.0,22.1327798134413,8726256.0,1.55087149058033,21.1437413708697,107.079,38.9,5521974.7968,2.95127629898201
DOM,2002,4343.3,21499.621,2.42638565992082,401.61049847294,917.186449017917,151.810865464286,3.45045579362428,26570402718.796,2800.0,22.1327798134413,8860760.0,1.52961278364251,21.1914102176337,107.196,37.2,5685063.616,2.91067679352856
DOM,2003,3995.0,21521.623,2.39251481702088,403.04263736603104,897.680124881634,151.223040488365,2.88221568834003,21268012747.2709,2580.0,22.1327798134413,8995398.0,1.50805735081765,21.2437626439653,107.358,35.8,5850606.8592,2.87030751894728
DOM,2004,3819.3,19999.818,2.19056896713186,369.693067197497,797.990134682882,134.673422709225,4.1246445195618,22039232609.9553,2470.0,22.1327798134413,9129965.0,1.48487478562322,21.3061605384029,103.871,34.2,6018472.928,2.82881682178931
DOM,2005,4623.3,19761.463,2.13308435518968,334.319900708116,851.501797174024,133.456511268017,3.30166710947626,34004033803.9438,2900.0,22.1327798134413,9264267.0,1.46028805751911,21.3824364086225,103.647,32.8,6188530.356,2.7864075516575
DOM,2006,3837.5,20813.892,2.21464788522587,318.172023910771,866.196971043121,124.444000881911,3.0167292252601,35952845582.5029,3460.0,22.1327798134413,9398285.0,1.43624841631652,21.4739391282558,104.045,31.5,6347601.689,2.53794185779869
DOM,2007,3846.0,21363.942,2.2412972198565,301.066149029359,873.12611873704,117.284185183589,4.03585488249136,41314666868.5645,4150.0,22.1327798134413,9531954.0,1.41225075530782,21.5801607938939,103.562,30.2,6508418.1912,2.50193905218961
DOM,2008,4250.1,21616.965,2.23663541697276,289.42086779861995,843.800815069052,109.187917840006,6.3078852006912,45498608625.3681,4460.0,22.1327798134413,9664948.0,1.38559990327666,21.6990406984083,102.927,28.8,6670747.1096,2.4635418776384
DZA,1990,687.6,78895.505,3.11850023451351,502.06563171445,877.179981550392,141.222346783973,0.000539792139948438,62045098370.0829,2420.0,6.30637376014,25299182.0,2.52611522390161,7.17358766777519,81.593,67.6,13180873.822,4.11252883859227
DZA,1991,1114.5,81458.738,3.14141838818753,524.673305424178,905.415887663051,151.220718752405,0.0254590237921263,45715368143.9784,2030.0,6.30637456893,25930560.0,2.46501327286438,7.15233300013575,82.906,65.2,13712080.128,3.95103795127534
DZA,1992,943.2,82261.811,3.0974435959316,520.477271760863,908.458286098609,152.652300393203,0.0624957070020992,48003297248.8691,1930.0,6.30637542074,26557969.0,2.39076573872667,7.13664889058346,84.314,62.9,14251006.1654,3.85503068413142
DZA,1996,1337.9,96566.778,3.3545442181857,582.809780580789,811.824181557867,141.044220123536,0.575184050859387,46941496308.2845,1540.0,6.30906026862,28786855.0,1.73542366520084,7.18061073361435,89.721,55.5,16339418.898,3.0834398208701
DZA,1997,779.8,88195.017,3.01594457898985,526.492250575159,823.003840553937,143.671454463653,0.539666954479717,48177861890.8881,1530.0,6.30906056977,29242917.0,1.57185311699076,7.22334916178164,92.08,53.9,16820525.8584,2.90193922908571
DZA,2002,1058.6,90853.592,2.88957544734648,455.473026166148,915.257811818186,144.268683364491,1.86668409037092,57053038888.2449,1750.0,6.317288358,31441848.0,1.4726446562788,7.48745748023462,97.608,46.0,19242410.976,2.62302710442727
DZA,2003,1470.3,92533.078,2.89949984116421,433.950164041506,962.011047250217,143.978228878382,0.931803864981088,68018606041.3973,1940.0,6.31732700354,31913462.0,1.4888182581225,7.53850209043444,98.449,44.5,19754432.978,2.62611727534951
DZA,2004,1344.1,89493.135,2.76247074951858,398.94850529572,956.211449001434,138.09345434418,1.03735922715042,85013944727.955,2280.0,6.31732700354,32396048.0,1.50085130092595,7.5892096468063,99.039,43.0,20279926.048,2.6253611424762
DZA,2005,1500.8,107127.738,3.25730587052007,454.387464972538,980.875139475261,136.830063186417,1.05629226637766,102339100115.447,2720.0,6.31732700354,32888449.0,1.50850618483461,7.63921703939277,99.308,42.1,20818388.217,2.62051128924236
ECA,1999,1808.03313875292,2654211.36225569,6.67171856177794,1067.39675434987,2654.88122065194,422.932149466945,1.697834618262,637560917684.092,1699.11044366567,7.40698495196493,397830234.845574,0.00537961668788967,17.0152306762652,95.899,39.8943490463,250941946.685461,0.0814432683781092
ECA,2000,1741.55914161698,2696711.29308686,6.76859004897694,1005.5027197038,2692.42377192926,398.297402449262,1.38571835010941,709910973024.595,1780.61256889534,7.40948833142027,398415515.428426,0.147118175439715,17.1401863260022,96.042,37.9036430096,251502251.996514,0.223280849795898
ECA,2001,2111.08505912572,2697657.05470323,6.76975365148908,974.4806756177819,2703.04863327444,387.434439638264,1.99455459585562,708077343899.178,1707.18758682495,7.41421437868617,398486738.747111,0.0178766428331443,17.2949229424158,95.46,35.8932423477,251754934.495143,0.10046927875311
ECA,2002,2133.13368195128,2705846.23764024,6.79299393438078,927.521338280514,2737.23009145048,372.115423758531,1.77512793510421,809184958755.38,1862.86048860112,7.44163844017889,398328964.191383,-0.039593426929116,17.4768983246267,95.41,34.0138732558,251859095.869697,0.0413741143795221
ECA,2003,1906.99310994526,2813025.13642366,7.05938845605967,902.2394106569969,2846.35631036889,362.167519402934,2.36742506423321,1021146183971.32,2202.85295084708,7.44307710157437,398480003.463898,0.0379182249077274,17.6215143618908,95.462,32.2366211756,252145992.05423,0.113911385070935
ECA,2004,2242.75403793059,2847614.0494991,7.1420384250406,842.987644452299,2879.37281778416,338.322290703048,3.16762929801298,1346861661893.33,2888.61555910462,7.4514407433935,398711667.458288,0.0581369183838945,17.7475724474808,95.772,30.470600884,252480898.74814,0.132822533160891
ECA,2005,2181.79281564559,2873631.7661219,7.19971006696749,796.339655659092,2889.25659462219,318.157752411892,3.05853497243629,1701187812212.72,3707.95886077784,7.47739255308471,399131595.493855,0.105321230814212,17.8648143417436,96.0,28.8538435101,252936643.018563,0.180506435410848
ECA,2006,2192.27170374583,2983959.15580769,7.46550050501948,764.737116199517,2985.82684426288,304.496812722881,4.52500321544507,2087509791151.98,4591.61562551193,7.47772506899244,399699813.0,0.142363449188252,17.9810574910062,96.443,27.490806736,253667218.6074,0.288837386358168
ECA,2007,2067.61524288978,3050860.81559634,7.6152633373646,725.580892079229,3017.83626393222,286.257742741255,5.042439646766,2700126388391.78,5705.34305295663,7.47775389389568,400624467.0,0.231337110983333,18.0802336177218,96.658,26.0917025432,254647042.002,0.386263309851003
ECA,2008,2553.29571119792,3110254.40771698,7.73792616468002,707.9956077411371,3058.4702114648,278.573733934687,4.86957660711602,3330888968055.82,6960.18037078358,7.4776977533209,401949352.0,0.33070496415786,18.1548929703123,97.064,24.8351382891,255876096.5468,0.482650234276164
ECU,1993,1959.8,24187.532,2.20826532417703,399.663120245455,545.916702561867,98.8027889362876,3.14487857054198,15063220705.4774,1140.0,22.5215496574,10953182.0,2.10263427186164,26.2475415819805,99.581,45.3,6212644.8304,3.05924032663906
ECU,1998,1955.0,22229.354,1.85870597861832,316.87288444865203,676.890487680761,115.396541332857,3.7392517836337,23266151902.576,1820.0,24.9404930181,11959586.0,1.56389972682496,27.2936705334114,100.932,35.8,7092034.498,2.4106448367348
ECU,1999,2122.5,21272.267,1.75106501479891,323.61592365769695,633.297327963644,117.040257218799,3.88688486960305,16681996553.8681,1490.0,24.9404928128,12148188.0,1.56468903234948,27.5618059252952,100.659,34.2,7264616.424,2.4043245276401
ECU,2000,2234.7,20942.237,1.69641133920933,309.908756401266,650.733255012972,118.879147497335,-0.147032332310741,15941641913.4676,1330.0,25.0948480591,12345023.0,1.6072963035639,27.8219246736114,100.09,32.7,7444048.869,2.43994058121928
ECU,2001,1899.4,23446.798,1.86796771456041,329.393151803648,701.144738590616,123.638258581604,2.53444024687725,21250000896.0,1380.0,25.0948480591,12552036.0,1.66298975975743,28.0671438482171,100.556,31.1,7651721.1456,2.75157052428254
ECU,2002,2443.9,24689.911,1.93382223417975,332.728991149956,718.192210404377,123.570494431183,3.14569211121308,24899481000.0,1540.0,25.0948480591,12767415.0,1.70133384931665,28.4000794209321,100.066,29.7,7867281.123,2.77819202832972
ECU,2003,2617.4,26523.411,2.04214870166227,345.097841379298,764.826464321814,129.246201147045,3.04342849400597,28635909000.0,1900.0,25.0948480591,12987992.0,1.71290162986036,28.7991862021473,100.398,28.2,8088921.4176,2.77828700958794
ECU,2004,2922.1,28657.605,2.16957295889603,345.243967316828,806.562772331227,128.348267924295,2.56397838657029,32642225000.0,2300.0,25.0948480591,13208869.0,1.686325962482,29.2133868539388,99.858,27.0,8313662.1486,2.74048042952832
ECU,2005,2841.6,29299.33,2.18221754420879,332.985400734987,803.077771691925,122.541941035101,1.32684703019045,37186942000.0,2620.0,25.0948480591,13426402.0,1.63345690600364,29.6347003463772,100.094,25.6,8539191.672,2.67661477698523
ECU,2006,2841.7,29842.046,2.18788012177387,320.393135773787,804.316998575043,117.784170515103,0.650830482028534,41705000000.0,2870.0,25.0948480591,13639708.0,1.57621775894575,30.0487297821918,100.208,24.5,8764876.3608,2.60860609310933
ECU,2007,3153.6,30898.142,2.23095772109778,325.10002505476,821.91114174791,119.770684243873,0.426688277257184,45503600000.0,3060.0,25.0948480591,13849721.0,1.52798434645779,30.4379127926115,100.314,23.3,8991238.8732,2.54982324232562
ECU,2008,2991.5,26824.105,1.90827353995308,263.185415984862,784.726330571669,108.22794605791,1.84571624085249,54208500000.0,3570.0,25.0948560083,14056740.0,1.48369080295313,30.7895500663739,101.607,22.3,9218410.092,2.49519367996429
EGY,1990,5702.9,75943.57,1.3360167935433,412.691874918163,559.877698813096,172.944665340058,1.70181529060494,43130415154.4605,750.0,1.94377007349,56843275.0,2.09082699796553,21.3299673532181,80.487,93.5,24726824.625,1.907087855782
EGY,1991,5612.9,78715.822,1.35828440264737,423.191273978645,558.775405727039,174.093787248583,0.684328377455141,36970555121.6287,720.0,1.94377265021,57952386.0,1.93238229197352,21.2101845125065,81.149,88.4,25128154.5696,1.61002419564875
EGY,1992,5898.7,81264.387,1.37726043419291,418.351522353116,562.549195507072,170.877857590397,1.09663050471237,41855483504.0259,740.0,2.0175877187,59004372.0,1.79898004917145,21.1196248305126,84.367,83.0,25501689.5784,1.47557944390637
EGY,1993,5995.4,93156.468,1.55207949800687,466.05308990587804,589.474186144939,177.005279836114,1.05842526318486,46578631212.6125,740.0,2.01759199095,60020423.0,1.70733447829299,21.0479422979075,85.103,77.3,25856798.2284,1.38288459923776
EGY,1994,5861.0,85312.755,1.39783460767133,410.501785213882,544.862922173668,160.009775850201,2.42013255637033,51897983715.5584,820.0,2.01759626725,61032081.0,1.67147563215086,20.9844212914844,83.96,72.0,26207175.5814,1.34596964839559
EGY,1999,7166.4,125393.065,1.8868261942555,471.612294204937,690.029916426131,172.47300940942,1.17439282657421,90710703939.461,1330.0,4.28688880517,66457136.0,1.74242385291417,20.4833985021563,91.527,50.1,28337322.7904,1.64865919531781
EGY,2000,7280.0,141326.18,2.08912761139325,504.458516968733,667.767874959502,161.244909140221,1.23699724341238,99838540997.321,1440.0,4.28688880517,67648419.0,1.77668156476959,20.3432987842628,92.536,46.5,28818226.494,1.68282890654317
EGY,2001,7099.3,125451.737,1.8210962537005,432.50524943089704,674.494954363045,160.190658722121,0.522267246346039,97632008050.9424,1460.0,4.28688880517,68888032.0,1.815847786042,20.1962570218293,93.444,43.1,29346301.632,1.81584778604197
EGY,2003,7514.5,158880.109,2.22214812735826,518.509882111015,765.156979034771,178.539607738659,0.28628734062526,82923680621.5433,1300.0,5.87999775084,71498433.0,1.86886551744641,19.8903506039076,94.403,37.0,30458332.458,1.86886551744639
EGY,2004,7555.2,160581.597,2.20442860057461,503.460763001788,767.448548766519,175.274550432658,1.58957073754523,78845185709.4117,1240.0,5.87999775084,72844998.0,1.86583352745174,19.7391356919249,95.114,34.4,31031969.148,1.86583352745174
EMU,1999,5321.53739695363,2589925.093,8.25349863760623,305.723965196213,3691.85451701723,136.75272165519,6.7065442142887,6875006599481.69,21954.797372367,14.172942191898,313797240.021252,0.24504123024154,17.7347638082435,99.959,6.1414334902,225206013.307311,0.405532997077643
EMU,2000,5492.5495346221,2612638.491,8.29370712552343,296.936186846525,3731.91405648592,133.612184852976,11.5972972219749,6262006407985.1,21735.381826713,14.2723939145499,315014558.80444,0.387931641178568,17.7568560564272,100.111,5.9285888776,226460496.05446,0.557037855573128
EMU,2001,5356.72349204136,2677408.712,8.46102543354357,298.455074922369,3811.29282157713,134.439932080253,5.73742292531065,6349803739375.06,20766.7015192786,14.6608719859811,316440215.554189,0.452568527359404,17.7743768894012,100.047,5.6845487022,227975343.048656,0.668923287102686
EMU,2002,5478.35765210382,2674075.409,8.40293325562149,295.142377615719,3784.89671049956,132.939698577212,5.30427070300945,6909849708950.74,20252.7848450212,14.7774454440825,318231185.188942,0.565974091382927,17.777421586668,99.865,5.502517442,229756049.77907,0.78109619514133
EMU,2003,4888.16338438982,2735824.022,8.54414125412944,299.38029721221,3851.54448854696,134.955228315069,3.58634192981628,8537171261785.83,22855.8020932035,14.9741889629894,320198828.721114,0.61830632060915,17.7679916724869,100.075,5.300627747,231658625.304625,0.828085061257227
EMU,2004,6005.23907655498,2752241.181,8.54046193665038,294.634998511084,3878.83901799353,133.814978249231,2.03877474559356,9779553277441.71,27750.676758647,15.2601012886873,322259053.598621,0.64342049149144,17.7540345675525,99.694,5.1343426865,233626109.750107,0.849303341455453
EMU,2005,5338.50116487991,2735853.358,8.43872634089681,287.88290443992497,3857.48935125868,131.596308900854,4.33762365685084,10153303046270.0,31727.5170400213,15.4126591301063,324202166.0,0.602965961601413,17.7517903452333,99.528,4.9657004774,235522823.668,0.811858708738527
EMU,2006,5402.58182154168,2717613.7,8.33683220220061,277.18786888196,3823.08656047886,127.112216072991,3.9570391531711,10760009820809.5,33780.2111503015,15.4347515668467,325976778.0,0.54737820598028,17.7690123629958,99.331,4.7924814441,237419892.1294,0.805471177635894
EMU,2007,5439.95924632192,2684247.667,8.18840275045279,266.120156486522,3765.61398893574,122.381105881486,6.61418884715865,12364463748400.6,35804.8611752622,15.4515453656388,327810899.0,0.562653883277548,17.7876630671161,99.447,4.6365990804,239366838.9986,0.820043700524849
EMU,2008,5898.0038858033,2633269.033,7.99114161232381,259.97567710750803,3740.24977155651,121.681483583275,2.91273178656538,13551720568313.7,38508.3833536513,15.4516285787283,329523510.0,0.522438700245914,17.8138739568689,99.385,4.4942090294,241234651.2532,0.780313706950395
ESP,1990,2484.5,227592.355,5.86034491193738,296.432054795529,2319.68315480482,117.335831659445,2.68415860218406,520968164871.041,11890.0,7.71364185822,38836000.0,0.17524873231353,21.9247038829952,102.83,10.9,29282344.0,0.494058790237437
ESP,1991,2490.7,235080.369,6.03713673035166,298.583037288822,2399.61224015481,118.679357944427,2.22927829703582,560395839551.641,13340.0,7.90938914304,38939050.0,0.265346585642195,22.0228408243139,103.733,10.4,29398982.75,0.397533287217686
ESP,1992,1956.1,245098.613,6.27368131003193,308.441441485235,2434.89456137095,119.709999800738,2.16716809905343,612583910450.187,15220.0,7.94651768075,39067750.0,0.330516538025445,22.2207728881238,104.398,9.9,29535219.0,0.462334225725097
ESP,1993,2720.3,226954.297,5.79121642587026,288.584669427558,2328.94900151572,116.054888695522,1.89900396199221,509818861681.266,14670.0,7.9829262164,39189400.0,0.311382150239012,22.4240457878916,104.685,9.3,29666375.8,0.443086085843851
ESP,1994,2350.4,244658.573,6.22620904212882,303.855152592325,2452.05348269943,119.666570799144,1.78896050108704,515146428393.988,14180.0,8.28075873328,39294950.0,0.269333033932634,22.6390821212395,104.833,8.8,29785572.1,0.400984202946226
ESP,1995,1730.5,257229.049,6.53081090207429,310.894239016392,2559.73856856323,121.854389338024,1.3549267936654,596750733920.47,14550.0,8.39111139654,39387000.0,0.234254019918597,22.8642166196969,104.949,8.3,29894733.0,0.365819248252992
ESP,1996,3307.4,254328.452,6.44225861647519,300.134215177711,2516.10549126542,117.221209498488,1.54607493328916,622428740312.623,15300.0,8.5189795596,39478150.0,0.23142153502425,23.0926753153327,105.322,7.9,29995498.37,0.336500503596832
ESP,1997,2767.6,264460.373,6.68126169711791,300.466802133994,2667.63897590848,119.967902572202,1.56071175641079,572637500000.0,15580.0,8.51902447184,39582400.0,0.26407012486654,23.3150693237398,102.877,7.5,30106373.44,0.368957546376269
ESP,1998,3401.0,274683.969,6.91531626767637,298.734412934751,2790.86261458016,120.562339085655,2.37705479556802,600838623454.728,15220.0,8.54638910012,39721100.0,0.350408262257966,23.5197917479627,103.22,7.1,30243645.54,0.454920608345588
ESP,1999,2708.7,282384.669,7.07265693622617,293.19453249618897,2911.00298675683,120.674615988456,2.99789616488499,617879821010.015,15230.0,8.55072266442,39926250.0,0.51647612981514,23.6871481794559,103.028,6.8,30431787.75,0.62016141556483
ESP,2000,3609.7,294441.765,7.31292507798685,291.017343344174,3028.78231238451,120.530180839841,6.68795213642988,580673484429.703,15420.0,8.55072250072,40263200.0,0.843930997777144,23.778676309881,102.834,6.6,30720821.6,0.945294094109123
ESP,2001,2809.6,297833.74,7.31410728516016,284.009210349345,3070.41950666066,119.225407220538,4.62375043683085,609107829977.629,15070.0,8.55103406,40720450.0,1.13565240716088,23.800937858005,102.487,6.4,31102279.71,1.23404663575309
ESP,2002,3228.7,314525.924,7.61306832195905,292.029487627917,3119.72328959105,119.669383653412,5.82781720688969,686246941464.333,15120.0,8.56176017133,41313950.0,1.45749862783933,23.7672577906494,102.898,6.2,31588646.17,1.55166385409693
ESP,2003,3258.7,321097.188,7.64435210513159,289.176727797878,3171.67532050137,119.980696624922,2.89779780226586,883667042889.391,17570.0,8.56710726975,42004500.0,1.67146932210549,23.6935137901891,102.399,6.0,32150244.3,1.76222917985873
ESP,2004,3760.4,339428.521,7.95070045313311,296.015397085302,3257.86981763413,121.294926579602,2.37398999762884,1044299168699.91,21590.0,8.5719685405,42691650.0,1.63589615398351,23.6288454533849,102.815,5.8,32710342.23,1.72712546346492
ESP,2005,2166.0,353462.13,8.14463588885701,297.50142701242896,3268.12827274895,119.375849095069,2.17424278471885,1130169626423.92,25450.0,8.57196837876,43398150.0,1.65489035912175,23.5592162338717,102.656,5.7,33286381.05,1.74570318095835
ESP,2006,3036.5,350037.152,7.93439235046182,283.236467689805,3206.95334421922,114.479609419591,2.52450512899047,1234767751251.03,27470.0,8.57196821506,44116441.0,1.64157112974311,23.4903150959072,102.607,5.5,33899073.2644,1.82393408245766
ESP,2007,3944.8,358236.564,7.98228576897251,279.86787090002304,3205.71004955665,112.395781391288,4.62445823187615,1441941152800.7,29390.0,8.57196805333,44878945.0,1.71362290408843,23.404883960619,102.835,5.3,34547811.861,1.89565389961284
